title,link,company,location 
Дежурный слесарь,https://aktau.hh.kz/vacancy/80062055?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПКП ГазТеплоСтрой,Киров (Кировская область)
Слесарь на лентопильный станок,https://aktau.hh.kz/vacancy/79998913?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Грандметаллстрой,Краснодар
Слесарь-сантехник,https://aktau.hh.kz/vacancy/79882813?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГлавКом,Москва
Слесарь ТО ВДГО,https://aktau.hh.kz/vacancy/79720355?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Мособлгазсервис,Шатура
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79918700?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Контакт,Йошкар-Ола
Слесарь,https://aktau.hh.kz/vacancy/79426216?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Технические Газы - Традиции Качества,Екатеринбург
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/79880024?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,УП Феронид,Минск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79964442?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Индустрия строительства,Старый Оскол
Слесарь-монтажник,https://aktau.hh.kz/vacancy/79176149?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СХ Техника,Казань
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79209779?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Березовский ремонтно-механический завод,Екатеринбург
Слесарь МСР,https://aktau.hh.kz/vacancy/80165237?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Профессионал,Йошкар-Ола
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78950579?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЛидерСтрой,Киров (Кировская область)
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/68479486?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Региональное Управление КМЗ,Москва
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79029983?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Турбоэнергоремонт,Санкт-Петербург
Слесарь МСР,https://aktau.hh.kz/vacancy/79135384?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Группа компаний Система,Пенза
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80102642?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Фонтаниум,Москва
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79713068?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТД Игровой Мир,"Москва, Дубровка и еще 1 "
Слесарь-сантехник,https://aktau.hh.kz/vacancy/80156409?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Агора-Центр,"Москва, Арбатская и еще 1 "
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79879767?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Липецкое станкостроительное предприятие,Липецк
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/80084924?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Сибтранссервис,Заполярный
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79888441?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Фирма Цикл,Ковров
Слесарь-механик по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/80036816?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Живи Вкусно,Пенза
Слесарь сборщик металлоконструкций,https://aktau.hh.kz/vacancy/79410507?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Стройсервисгарант+,Липецк
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80164866?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Компания ЭНТРОРОС,Санкт-Петербург
Ученик на производство,https://aktau.hh.kz/vacancy/79281174?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГЕО СК,Екатеринбург
Слесарь МСР,https://aktau.hh.kz/vacancy/79578126?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Научно-производственное объединение Пневматического машиностроения,Челябинск
Слесарь МСР,https://aktau.hh.kz/vacancy/80049916?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПСГ Производственная Компания,"Санкт-Петербург, Выборгская"
Слесарь МСР,https://aktau.hh.kz/vacancy/79929537?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Компенсатор,Минск
Слесарь МСР,https://aktau.hh.kz/vacancy/79578126?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Научно-производственное объединение Пневматического машиностроения,Челябинск
Слесарь МСР,https://aktau.hh.kz/vacancy/80049916?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПСГ Производственная Компания,"Санкт-Петербург, Выборгская"
Слесарь МСР,https://aktau.hh.kz/vacancy/79929537?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Компенсатор,Минск
Слесарь-сборщик,https://aktau.hh.kz/vacancy/80055988?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Механика,Барнаул
Слесарь механосборочных работ 4 разряда,https://aktau.hh.kz/vacancy/78187882?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,НИИ Вектор,"Санкт-Петербург, Лесная"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80106753?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Велес,Брянск
Слесарь по ремонту подвижного состава,https://aktau.hh.kz/vacancy/78615716?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЖТЭК,Санкт-Петербург
Слесарь механосборочных работ (мелкие детали),https://aktau.hh.kz/vacancy/79971060?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Частное агентство занятости Прайд Пром Инвест,Ижевск
Слесарь РТУ,https://aktau.hh.kz/vacancy/79857199?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Алки-Урал,Белебей
Слесарь-сборщик (2-3 разряд),https://aktau.hh.kz/vacancy/79908109?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Театральные Технологические Системы,Троицк (Московская область)
Слесарь механосборочных работ (мелкие детали),https://aktau.hh.kz/vacancy/79971212?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Частное агентство занятости Прайд Пром Инвест,Чебоксары
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/79759288?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Тат-Профиль,Ульяновск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80163632?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Чебоксарский завод СТэП,Чебоксары
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79774632?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Сфера Плюс,Челябинск
Слесарь-сборщик металлоконструкций,https://aktau.hh.kz/vacancy/79102185?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СтальСистема,Москва
Сервисный механик (слесарь),https://aktau.hh.kz/vacancy/79965499?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ВологдаСкан,Череповец
Слесарь-ремонтник по обслуживанию газового оборудования,https://aktau.hh.kz/vacancy/79921843?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ДоброСтрой,Челябинск
Слесарь механосборочных работ (механообрабатывающее производство),https://aktau.hh.kz/vacancy/80090383?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Филиал ПАО ОАК Новосибирский Авиационный Завод им. В. П. Чкалова,"Новосибирск, Березовая роща"
Слесарь-сборщик металлоконструкций,https://aktau.hh.kz/vacancy/80076071?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РМЗ,Красноярск
Слесарь сборочного цеха,https://aktau.hh.kz/vacancy/79792762?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ВЕЛЕС КРАН,Пермь
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80101494?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПТ-СЕРВИС,Копейск
Слесарь (обработка деталей),https://aktau.hh.kz/vacancy/52842253?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Ресурс,Санкт-Петербург
Слесарь,https://aktau.hh.kz/vacancy/80069438?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Jobers,Нижний Новгород
Слесарь по обслуживанию и ремонту трамваев,https://aktau.hh.kz/vacancy/79245675?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЭЛЕКТРОТРАНССЕРВИС,"Москва, Волгоградский проспект"
Слесарь-ремонтник ГПМ,https://aktau.hh.kz/vacancy/79639904?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО «ТЕРМИНАЛ»,Нижний Новгород
Слесарь-сантехник (теплотехник),https://aktau.hh.kz/vacancy/79194519?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Новый Сервис,Химки
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80153203?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эйч-Ар Сервис,Киров (Кировская область)
Слесарь-механик/помощник слесаря-механика,https://aktau.hh.kz/vacancy/79095851?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СКС,Санкт-Петербург
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/77287753?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Энкорп,Саратов
Слесарь-наладчик промышленного оборудования,https://aktau.hh.kz/vacancy/79916270?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ИП Булутьянц А. А.,Краснодар
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79971944?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПромСтройКомплект,Уфа
Слесарь МСР,https://aktau.hh.kz/vacancy/79997948?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Плот,Москва
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80157816?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТехПромСервис,Калуга
Слесарь по металлообработке,https://aktau.hh.kz/vacancy/79983640?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"АО ЭОКБ Сигнал им. А.И. Глухарёва, г. Энгельс",Энгельс
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79382641?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АтриаМоторс,Минск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80097559?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Частное агентство занятости Прайд Пром Инвест,Челябинск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79668467?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Холва,Нижний Новгород
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/79869502?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ИП Юхман Сергей Васильевич,"Нижний Новгород, Парк Культуры"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79278439?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Технорос,"Санкт-Петербург, Рыбацкое"
Слесарь,https://aktau.hh.kz/vacancy/80097680?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Капбилдинг,Ижевск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79642170?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПК Технокрит,Екатеринбург
Слесарь МСР,https://aktau.hh.kz/vacancy/80045899?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПромСтройКомплект,Смоленск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80123915?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Техно Юнион+,Фрязино
Слесарь-механик эксплуатационно-технической службы,https://aktau.hh.kz/vacancy/80178315?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Orange Fitness,Уфа
Слесарь МСР,https://aktau.hh.kz/vacancy/79916360?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Проминдустрия,Екатеринбург
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79256639?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТПК Нижняя Волга,Волгоград
Слесарь участка механосборочных работ (МСР),https://aktau.hh.kz/vacancy/79719785?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Энергоскан,Екатеринбург
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/80167062?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЗАО Кировмаш,Киров (Кировская область)
Слесарь-ремонтник 5 разряда,https://aktau.hh.kz/vacancy/79057566?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Норникель,Стерлитамак
Слесарь-монтажник судовой / Электрогазосварщик (судостроительные заводы),https://aktau.hh.kz/vacancy/79711995?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Невское электро-монтажное общество,Санкт-Петербург
Слесарь-монтажник судовой / Электрогазосварщик (судостроительные заводы),https://aktau.hh.kz/vacancy/79711995?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Невское электро-монтажное общество,Санкт-Петербург
